"Married","Dependents","Education","Self_Employed","ApplicantIncome","CoapplicantIncome","LoanAmount","Loan_Amount_Term","Owns_House","Property_Area","Loan_Status"
1,0,1,1,30917,4444,338,240,0,"Semiurban",0
0,0,1,1,63415,20852,587,240,1,"Semiurban",1
1,0,1,1,60328,107580,649,360,1,"Rural",0
0,2,1,0,20585,36344,336,300,0,"Rural",0
1,0,1,1,19660,44322,98,360,0,"Semiurban",0
1,2,0,0,60650,500030,634,360,1,"Semiurban",1
0,2,0,0,58813,20359,243,60,1,"Rural",1
1,0,1,1,59593,9176,464,180,0,"Urban",0
1,0,1,1,9968,29658,65,120,1,"Urban",0
0,3,1,1,70249,5674,158,300,0,"Semiurban",0
1,0,1,0,12240,17910,439,60,1,"Urban",1
1,2,1,0,45543,27948,136,60,1,"Rural",1
0,3,0,0,39119,1036,416,360,0,"Semiurban",0
1,3,0,1,33038,27749,682,180,1,"Urban",0
0,2,1,0,16100,26820,58,60,0,"Urban",0
1,0,1,1,45794,26678,395,300,0,"Urban",0
0,0,1,1,51121,2230,495,240,1,"Semiurban",0
0,1,0,0,12143,17426,318,240,0,"Rural",0
1,0,0,0,62376,45418,537,180,1,"Rural",1
0,1,0,1,72894,40709,579,300,0,"Semiurban",1
1,3,1,0,71677,28680,150,120,0,"Urban",0
1,3,1,0,19555,43667,94,180,0,"Rural",0
0,3,0,1,57005,NA,457,60,1,"Urban",1
1,1,0,0,33090,34097,337,60,0,"Rural",0
1,2,1,0,49335,3655,56,120,1,"Rural",1
0,2,0,1,28476,38321,325,360,0,"Rural",1
1,3,0,1,67775,47076,452,120,0,"Urban",0
1,1,0,0,67004,38309,415,180,0,"Urban",0
0,1,1,0,65473,36673,63,300,1,"Urban",1
1,3,1,0,43305,1080,651,120,0,"Urban",0
1,0,0,1,46657,11797,654,360,1,"Urban",1
0,3,0,0,34858,49975,577,300,0,"Semiurban",1
1,1,1,1,44303,36018,463,240,0,"Rural",0
1,0,1,1,6481,2115,185,240,1,"Rural",0
0,2,0,1,65841,19951,384,300,1,"Semiurban",1
1,0,0,1,10931,37888,187,60,1,"Rural",1
1,2,0,0,57694,8239,469,60,0,"Semiurban",0
0,1,1,0,11635,17824,536,180,0,"Semiurban",1
0,3,0,0,532520,11927,73,120,0,"Semiurban",0
1,3,0,0,62754,944,290,120,1,"Rural",1
1,3,0,0,72017,19503,697,60,0,"Semiurban",0
0,3,0,1,25077,22456,562,300,1,"Rural",0
1,3,0,1,69953,10175,379,120,0,"Urban",0
1,1,1,0,58861,24930,672,240,1,"Urban",1
1,1,0,0,20054,3305,520,300,1,"Semiurban",1
0,3,0,0,57565,15345,407,60,0,"Semiurban",0
1,0,1,0,58153,34685,507,120,1,"Urban",1
1,3,1,1,21668,39537,466,360,0,"Urban",0
0,2,0,0,44059,45145,592,60,1,"Urban",1
0,2,0,1,54939,33136,126,60,1,"Semiurban",1
0,2,0,1,34898,27562,111,180,0,"Urban",0
1,2,1,0,51561,33960,596,360,0,"Semiurban",0
1,3,1,1,26836,44953,224,60,1,"Semiurban",1
0,2,1,0,63420,11194,496,360,0,"Semiurban",0
1,0,1,1,11911,10088,71,120,1,"Rural",0
1,3,0,1,29035,23728,696,300,0,"Semiurban",0
1,2,1,1,27993,47236,183,240,1,"Urban",1
1,3,0,1,52696,17937,573,300,0,"Urban",1
0,3,1,1,74838,19194,502,120,1,"Semiurban",0
0,3,0,0,25289,14776,149,120,0,"Rural",0
1,1,0,1,34346,43992,604,240,1,"Rural",0
0,2,0,0,61116,32879,250,360,1,"Semiurban",1
1,1,1,0,28644,20456,233,360,0,"Rural",0
1,0,0,1,31279,17447,196,300,0,"Semiurban",1
0,0,0,0,51638,34160,328,180,1,"Urban",1
0,1,0,1,37341,17581,348,120,0,"Rural",0
1,2,1,0,26903,33108,329,240,0,"Semiurban",1
1,3,0,0,69076,5015,436,300,0,"Rural",0
1,0,1,1,37979,35629,274,240,0,"Rural",0
1,0,0,0,68109,45251,447,360,1,"Rural",1
0,0,1,0,64943,13895,466,60,1,"Urban",1
0,2,0,0,24927,48880,204,360,1,"Urban",0
1,1,0,1,72356,30496,95,300,0,"Rural",0
1,1,0,0,28401,29808,160,180,0,"Urban",0
0,2,0,0,54870,12792,277,360,1,"Urban",1
1,0,1,1,34701,15430,351,240,0,"Rural",0
0,2,0,0,7226,39130,131,120,1,"Rural",1
1,2,0,1,69349,42500,193,120,1,"Rural",1
0,1,0,0,30003,6308,619,180,1,"Semiurban",1
1,2,1,0,61527,3584,191,300,1,"Urban",1
1,2,1,0,57718,NA,390,180,0,"Semiurban",1
1,0,1,1,71160,3519,476,240,1,"Semiurban",1
0,3,0,0,8505,47111,524,180,0,"Semiurban",0
0,0,1,1,16381,40555,586,120,1,"Urban",1
1,1,1,1,10549,9597,663,60,0,"Rural",0
1,3,1,0,54149,40317,192,360,0,"Urban",1
1,0,0,0,13203,2013,635,360,1,"Rural",0
1,2,1,1,61592,33215,463,60,0,"Semiurban",0
0,2,0,0,59827,18104,93,300,0,"Semiurban",0
0,3,1,0,14928,28443,290,240,0,"Semiurban",0
0,3,1,0,16457,13465,131,300,0,"Semiurban",0
1,2,0,0,40111,20477,444,60,1,"Semiurban",1
1,1,0,1,27587,NA,548,180,1,"Rural",0
0,0,0,0,62354,49648,115,180,1,"Semiurban",1
1,2,1,1,28312,27487,327,180,1,"Semiurban",0
0,0,0,1,69045,1403,648,240,1,"Rural",1
0,0,0,1,9094,3219,602,360,0,"Urban",1
0,0,1,1,41513,8077,398,60,1,"Semiurban",1
0,0,0,1,784460,2710,97,120,0,"Rural",0
1,1,0,1,9572,26178,332,120,1,"Semiurban",0
0,1,1,1,40068,46994,399,180,0,"Rural",0
1,1,1,0,12081,45645,458,180,1,"Urban",1
0,2,1,0,30913,32487,361,180,0,"Semiurban",0
0,2,0,1,43378,38438,440,240,1,"Semiurban",1
0,2,1,0,54896,12964,631,120,1,"Urban",1
0,1,0,0,65189,21602,582,300,1,"Urban",1
1,0,1,0,29084,28288,608,360,1,"Urban",1
1,1,1,0,63681,30714,282,300,1,"Rural",1
1,2,1,1,71569,3602,139,360,0,"Semiurban",0
1,3,0,0,25418,22488,55,240,1,"Rural",0
0,2,0,1,45727,4096,59,360,1,"Urban",1
1,0,0,0,35232,35102,386,240,0,"Semiurban",0
1,1,0,0,69737,6116,692,120,1,"Urban",1
0,3,0,1,11003,15539,364,360,0,"Urban",0
1,3,1,1,29471,29610,161,180,0,"Rural",0
1,0,1,1,65468,1279,129,180,0,"Rural",0
1,1,1,0,57428,37717,502,240,1,"Semiurban",1
1,3,1,0,27805,49,97,120,0,"Rural",0
0,2,0,0,71211,38419,140,240,1,"Semiurban",1
0,0,0,1,22259,27240,694,300,0,"Urban",0
1,3,0,1,43062,42734,125,300,0,"Semiurban",0
0,0,1,1,52179,36814,134,300,1,"Urban",1
1,1,1,1,46858,16449,312,180,0,"Rural",0
1,1,0,1,69045,6539,450,60,1,"Urban",1
1,1,1,0,20024,21754,283,300,1,"Rural",1
0,2,1,1,64980,4223,265,360,0,"Semiurban",0
0,3,0,1,72283,27320,394,300,0,"Semiurban",1
0,1,1,0,54871,49339,223,180,0,"Semiurban",0
0,2,0,1,23287,5302,86,360,1,"Urban",0
0,1,1,1,28887,45633,578,120,1,"Rural",0
0,1,0,1,20802,28615,369,240,1,"Semiurban",1
1,3,1,1,12650,242720,362,240,1,"Urban",1
0,2,0,0,22843,21241,518,60,0,"Urban",0
1,1,0,1,57056,33434,94,360,0,"Urban",0
1,2,1,0,NA,41892,122,60,1,"Semiurban",1
0,2,1,1,43080,30798,414,360,0,"Urban",0
1,1,0,0,46527,5138,158,60,1,"Rural",1
1,1,0,0,45297,48605,396,240,1,"Rural",1
1,0,0,1,31268,36620,187,240,0,"Semiurban",0
0,3,0,0,32185,91400,231,360,1,"Urban",1
0,1,0,0,3346,48901,353,240,1,"Semiurban",0
1,0,1,0,52268,13533,376,60,1,"Urban",1
0,3,1,1,46418,43136,563,120,1,"Semiurban",1
1,1,1,0,12612,33385,129,300,0,"Semiurban",0
0,2,1,0,45814,45818,167,60,1,"Rural",0
1,3,1,0,4631,13944,311,300,1,"Urban",1
1,2,0,1,70535,31973,129,120,1,"Rural",0
0,0,1,1,60211,49944,650,300,1,"Rural",1
0,1,1,0,18452,12185,606,300,1,"Urban",1
0,0,0,0,43900,74440,315,300,0,"Semiurban",0
0,1,0,1,25482,10514,442,180,1,"Urban",1
0,1,1,0,38472,20617,337,60,0,"Urban",0
1,2,1,1,44170,1350,51,60,0,"Rural",0
1,0,0,0,70313,27406,545,120,1,"Rural",1
1,2,1,0,38915,47318,398,60,0,"Urban",1
0,2,0,1,11057,18659,682,240,0,"Urban",0
0,2,1,1,21883,276340,584,360,0,"Semiurban",0
1,0,1,0,52838,34685,470,120,0,"Rural",0
1,1,1,1,63014,10269,597,120,1,"Rural",1
1,1,1,0,24450,608,575,60,1,"Rural",1
1,0,0,0,28505,25344,520,180,1,"Urban",1
0,1,0,1,64457,49935,576,180,0,"Urban",0
1,0,1,0,28890,11121,340,300,1,"Semiurban",0
0,0,1,0,54985,48650,681,180,1,"Rural",1
1,1,1,1,38013,39834,583,240,0,"Rural",1
0,3,1,0,36953,35157,341,240,1,"Semiurban",1
0,2,0,0,5464,167,682,300,1,"Semiurban",0
0,0,0,0,49825,48338,145,180,1,"Semiurban",1
0,0,1,0,32566,39543,542,300,1,"Rural",1
1,3,0,1,4521,3256,464,360,0,"Rural",1
1,0,0,0,20363,2479,511,180,1,"Rural",0
1,0,1,0,72146,23975,545,180,0,"Rural",0
0,1,1,0,74236,41939,75,180,1,"Semiurban",1
1,1,1,0,14462,27010,79,180,0,"Semiurban",0
1,3,0,1,54105,35584,427,240,1,"Semiurban",1
1,0,0,1,57698,8982,408,60,1,"Rural",1
0,2,0,1,30103,45797,445,300,1,"Semiurban",1
0,1,0,0,19507,44146,158,240,0,"Rural",0
0,2,1,0,66101,36769,307,300,1,"Semiurban",0
1,2,1,1,51326,10640,383,360,0,"Semiurban",0
1,3,1,1,13347,40239,453,180,1,"Urban",0
1,3,0,0,9099,44634,491,120,0,"Rural",0
0,0,1,1,7406,7740,280,240,0,"Rural",0
1,3,1,0,31037,25702,197,60,1,"Urban",1
0,1,0,0,60178,38794,595,120,1,"Urban",1
0,0,1,0,7876,21134,621,360,0,"Rural",0
0,0,0,0,33871,11353,214,120,1,"Urban",1
0,2,0,0,47895,11381,244,360,0,"Rural",0
1,2,1,0,46760,40074,532,240,0,"Urban",0
1,2,1,0,49306,15238,176,360,0,"Rural",0
0,0,0,0,19587,41711,274,240,1,"Urban",1
1,3,1,1,7213,46596,272,60,1,"Rural",0
0,3,1,1,13044,NA,613,240,0,"Semiurban",0
1,3,0,1,47425,14422,605,120,0,"Urban",1
1,0,1,1,24376,41818,647,300,0,"Semiurban",0
0,0,0,0,25590,29638,204,60,0,"Urban",1
0,0,0,1,46403,47990,87,300,1,"Urban",1
0,0,0,1,29628,4728,653,300,0,"Rural",0
0,0,0,0,5192,24029,471,180,0,"Rural",1
1,3,1,1,24433,40047,62,120,1,"Rural",0
0,0,1,1,33617,NA,398,360,0,"Rural",0
1,3,1,1,34682,30089,454,300,0,"Urban",0
0,0,0,1,13250,22390,274,120,1,"Rural",0
1,3,1,0,35836,33007,353,180,0,"Urban",0
0,1,0,1,70173,23823,95,120,1,"Rural",1
1,1,0,1,9251,2190,269,360,0,"Urban",0
1,3,1,1,59246,48057,675,300,1,"Semiurban",1
1,1,1,1,36006,37459,127,360,1,"Rural",1
0,1,0,0,43785,2015,327,180,1,"Rural",1
0,3,0,0,9464,21754,578,360,1,"Rural",1
0,0,0,1,70344,16546,146,60,0,"Rural",1
0,0,0,0,182810,41309,530,180,1,"Rural",1
1,3,1,0,53106,30,151,360,0,"Semiurban",0
1,2,1,0,48040,6601,120,180,1,"Urban",0
1,2,1,0,11998,24389,207,120,1,"Urban",0
0,1,0,1,17517,43098,602,120,1,"Rural",0
1,2,0,0,57282,18559,99,120,0,"Semiurban",1
1,1,1,1,45866,21449,451,60,1,"Rural",0
0,0,1,1,25969,17231,635,60,1,"Rural",0
0,3,1,1,18783,49943,115,120,1,"Rural",1
1,0,0,1,34107,24276,284,360,1,"Rural",1
0,3,0,1,48631,49660,675,60,0,"Urban",0
0,2,0,1,6759,29416,318,240,1,"Rural",1
0,0,1,1,17789,45795,306,180,0,"Rural",0
0,0,1,1,16214,7977,465,180,0,"Rural",0
1,1,1,1,73657,37100,138,240,0,"Rural",0
1,3,1,1,32482,14294,571,180,1,"Semiurban",0
1,2,1,0,35472,9204,548,180,0,"Semiurban",0
1,0,1,0,51187,19408,432,120,0,"Urban",1
1,3,0,0,34087,35838,526,180,1,"Semiurban",1
0,2,1,1,NA,17458,450,180,0,"Semiurban",0
1,0,1,1,4321,22352,283,300,1,"Semiurban",0
1,3,0,1,66467,49620,615,180,0,"Urban",0
0,1,0,1,48972,20867,355,240,0,"Semiurban",1
0,0,0,1,71604,23613,108,180,1,"Urban",1
0,3,0,0,42361,13654,311,240,0,"Urban",1
1,2,0,0,44354,23704,499,60,0,"Semiurban",0
0,2,0,1,69327,17119,81,180,0,"Rural",1
0,1,1,1,63977,8133,118,240,1,"Rural",1
0,0,1,0,50191,30760,132,180,1,"Rural",1
1,1,1,0,58828,16037,520,60,1,"Semiurban",1
0,3,1,0,13136,22205,601,180,0,"Rural",1
0,2,0,1,18747,43816,53,300,1,"Semiurban",1
1,1,0,1,69279,22060,636,60,1,"Semiurban",1
0,0,1,1,42342,16079,223,300,0,"Semiurban",1
1,3,0,1,68046,20861,154,180,0,"Urban",0
1,0,0,0,48332,16479,197,300,1,"Semiurban",1
0,1,1,0,NA,9103,171,360,1,"Urban",1
1,2,1,1,72810,29458,63,60,0,"Urban",1
0,2,1,0,32838,37156,557,360,1,"Semiurban",1
0,1,1,1,17332,11498,556,60,1,"Urban",1
0,0,1,0,66001,20820,436,120,0,"Urban",0
0,0,1,1,39350,8910,582,60,0,"Semiurban",0
1,0,1,0,51473,43964,366,120,0,"Semiurban",0
0,0,1,0,43897,23399,198,360,0,"Rural",0
0,2,0,0,14682,23758,554,60,0,"Urban",1
0,0,1,1,24727,7658,679,120,1,"Semiurban",0
1,1,0,0,59669,43388,544,180,1,"Semiurban",1
1,1,1,1,46775,31884,486,180,1,"Semiurban",1
0,1,0,1,59941,15265,482,120,0,"Semiurban",0
1,1,1,0,72439,20065,641,360,0,"Semiurban",0
1,0,1,1,15115,39958,313,240,1,"Urban",1
0,2,1,1,589370,47467,150,60,1,"Urban",1
0,3,1,1,48132,32505,650,180,0,"Semiurban",1
0,0,1,1,65038,11411,457,60,0,"Rural",0
0,3,0,0,15025,43573,608,300,1,"Rural",0
0,2,1,1,665260,32697,131,240,0,"Urban",0
1,0,1,0,19907,15162,454,300,1,"Semiurban",1
0,3,1,1,71832,6035,173,180,0,"Urban",0
0,2,0,1,59108,22510,313,120,1,"Semiurban",1
0,3,0,1,NA,46925,290,300,0,"Semiurban",1
0,1,0,1,8685,6128,140,60,1,"Rural",1
0,1,0,1,9647,26841,277,360,0,"Semiurban",0
1,2,0,1,33145,38746,203,300,0,"Semiurban",0
0,2,0,1,43562,14817,421,360,1,"Semiurban",1
1,3,1,1,287670,20444,410,240,0,"Semiurban",0
0,2,1,1,8430,48543,383,240,0,"Urban",0
0,1,1,0,6880,2984,530,120,1,"Semiurban",1
0,1,0,0,NA,19180,264,360,0,"Rural",0
1,0,1,1,63487,5444,625,60,0,"Urban",1
0,3,1,1,42793,37699,591,120,1,"Rural",1
0,2,0,1,60590,20310,227,300,1,"Semiurban",1
0,2,1,0,74461,3808,495,120,0,"Rural",0
0,2,1,0,55470,8680,219,60,0,"Urban",0
0,3,1,0,70617,46487,205,300,0,"Rural",1
0,1,0,1,66616,40079,619,240,0,"Semiurban",1
0,2,0,1,73823,23327,80,120,0,"Semiurban",0
1,2,1,0,41671,26834,661,60,0,"Rural",0
0,1,1,1,8335,19097,689,240,0,"Semiurban",0
0,2,0,1,71525,25826,416,300,1,"Urban",1
0,0,0,0,74257,6118,277,360,0,"Urban",0
1,1,0,1,59230,38481,165,180,0,"Urban",0
1,1,0,0,5728,28536,508,300,1,"Rural",0
0,1,1,0,25167,14707,573,300,1,"Rural",1
1,0,0,1,38929,25567,350,180,0,"Urban",0
0,1,1,0,453970,24975,371,180,1,"Rural",1
0,3,0,1,65248,12596,245,240,1,"Urban",1
1,3,1,0,50536,36867,465,300,0,"Semiurban",0
0,3,0,1,34316,26143,474,300,1,"Rural",1
1,1,0,1,38065,3817,232,120,1,"Urban",0
1,1,0,1,26674,26849,566,180,0,"Urban",0
1,1,1,1,29085,6482,368,60,0,"Urban",0
0,0,1,0,41086,9317,309,360,0,"Rural",0
0,3,1,0,66493,22284,420,300,0,"Semiurban",0
0,2,1,1,56186,36091,346,120,0,"Rural",0
0,2,0,1,51248,40414,403,360,1,"Urban",1
0,1,0,1,29156,11691,104,240,0,"Rural",0
0,0,0,0,73169,1565,350,60,0,"Semiurban",0
0,1,1,0,6876,41878,364,120,1,"Semiurban",0
1,2,0,1,74444,21003,305,360,1,"Rural",0
0,3,0,0,58282,15850,230,300,1,"Semiurban",1
0,2,0,1,74963,40135,682,120,1,"Rural",1
0,3,1,0,48777,4119,430,180,0,"Rural",0
1,3,1,1,51119,47866,357,360,0,"Semiurban",1
1,0,0,1,70359,18038,572,300,1,"Urban",1
1,2,1,1,18641,42573,401,120,0,"Rural",0
0,1,1,0,61295,48562,172,60,0,"Urban",1
1,0,0,1,22411,241,528,360,1,"Semiurban",1
1,3,0,0,6101,4332,609,240,0,"Urban",0
0,2,1,0,31536,35837,517,240,1,"Rural",1
0,1,1,1,6588,41253,231,180,1,"Semiurban",0
0,0,0,1,17709,NA,439,120,1,"Rural",0
1,1,0,1,4417,13398,355,120,1,"Semiurban",1
0,2,0,0,23293,37073,305,180,0,"Rural",0
0,1,0,0,NA,25363,387,120,0,"Urban",0
0,0,0,0,47649,18660,553,240,0,"Rural",0
0,1,0,0,38540,45465,262,240,0,"Urban",0
0,2,0,0,65251,44274,346,180,1,"Rural",1
0,0,1,0,58427,47873,269,300,0,"Rural",0
1,3,1,0,63172,12745,589,180,1,"Rural",1
0,0,0,1,38017,35369,472,240,0,"Rural",0
1,2,1,1,23242,10023,248,180,1,"Rural",0
1,1,1,1,66429,14216,240,240,0,"Semiurban",0
0,3,0,0,71285,24961,178,300,0,"Urban",1
1,3,0,1,11770,30107,210,240,1,"Urban",0
1,1,0,0,4136,49679,82,60,1,"Semiurban",0
1,2,1,0,14602,34179,60,120,0,"Rural",0
0,0,0,0,13466,20581,556,360,1,"Urban",1
1,2,0,0,13413,16773,493,300,1,"Semiurban",0
1,3,1,1,49075,9417,264,360,1,"Semiurban",1
1,0,0,0,4157,20022,542,300,1,"Semiurban",1
1,0,1,1,10452,3792,239,300,0,"Urban",1
0,1,1,0,29225,17224,450,300,0,"Semiurban",1
0,2,0,1,43043,42337,633,60,1,"Semiurban",0
1,0,0,0,17478,30451,294,300,0,"Urban",0
0,1,0,0,40140,234,442,240,1,"Semiurban",1
0,2,1,1,8611,49265,132,120,0,"Urban",0
1,3,0,1,33166,15317,163,240,1,"Rural",1
0,3,1,1,21707,22463,118,240,0,"Urban",0
0,2,0,0,3233,3138,383,60,1,"Urban",0
1,0,0,0,61609,17192,210,120,1,"Rural",1
1,0,0,0,43684,5159,156,60,1,"Semiurban",1
0,3,0,1,68567,49562,496,300,1,"Semiurban",1
0,3,1,1,31014,28662,189,120,0,"Semiurban",0
0,0,0,1,11951,38452,409,360,1,"Urban",0
0,2,0,0,71739,42020,199,120,1,"Rural",1
1,3,0,0,70330,66,148,240,1,"Rural",1
1,0,0,1,65831,6546,216,300,1,"Semiurban",1
1,2,1,0,69297,13985,512,240,0,"Semiurban",0
1,1,1,0,31936,8187,605,360,0,"Semiurban",0
1,2,0,0,66702,22337,648,60,0,"Rural",0
0,0,1,1,18574,171690,133,60,0,"Semiurban",0
0,2,0,1,7071,46131,657,300,0,"Rural",0
1,0,1,1,24009,10665,351,180,0,"Urban",0
1,3,0,0,NA,4304,289,60,1,"Semiurban",1
1,1,1,1,25362,34778,266,240,0,"Urban",0
0,3,1,1,33700,16000,633,240,0,"Rural",0
0,3,1,0,50105,48305,230,120,0,"Urban",0
0,0,1,0,34232,34656,466,300,0,"Urban",0
1,0,1,0,44775,31765,241,60,1,"Semiurban",1
1,0,0,0,56711,16752,143,60,1,"Semiurban",1
1,0,1,1,20854,1762,376,60,0,"Rural",1
1,3,0,0,71823,17377,514,60,1,"Rural",1
1,0,0,0,49782,17571,483,240,1,"Rural",1
0,0,0,0,25090,49528,379,360,1,"Rural",1
1,3,0,0,30161,2,576,300,1,"Urban",1
0,1,0,0,19894,49835,168,300,0,"Rural",0
0,1,0,0,49300,27765,70,120,1,"Urban",0
0,2,0,1,47665,763,70,240,0,"Rural",1
0,3,0,1,42552,48522,365,240,0,"Semiurban",0
0,0,0,1,68288,24841,270,180,1,"Rural",1
1,2,0,1,61650,35250,667,180,1,"Urban",1
1,1,0,0,57645,10921,114,300,0,"Urban",0
1,1,1,0,42356,49876,198,240,0,"Urban",0
0,3,0,0,45184,19224,232,60,0,"Urban",0
0,0,0,1,53817,21730,630,120,0,"Urban",1
0,0,0,0,37633,18807,671,240,1,"Urban",1
0,2,1,0,51720,21765,331,120,0,"Urban",1
0,1,1,0,69301,26989,380,180,0,"Rural",0
0,2,0,0,27640,13054,104,60,1,"Rural",1
1,2,1,1,54857,2475,162,360,1,"Rural",0
0,2,1,0,8765,38817,262,60,0,"Semiurban",0
0,0,0,0,33761,42024,95,240,1,"Urban",1
1,1,0,0,40742,5997,495,60,0,"Rural",1
0,2,1,1,4383,40192,119,60,1,"Semiurban",1
1,1,1,0,66235,6786,231,180,0,"Semiurban",0
1,1,0,0,18458,46181,222,360,0,"Urban",0
1,2,0,0,5435,21722,553,360,0,"Semiurban",0
0,2,0,0,31736,11084,359,180,0,"Rural",0
1,3,0,0,32992,21418,258,180,1,"Urban",1
1,0,0,0,60566,4465,272,180,1,"Rural",1
0,1,0,0,43692,4946,392,120,0,"Rural",0
1,2,1,1,26442,10514,657,300,1,"Semiurban",1
0,2,0,1,26700,30789,169,300,0,"Urban",0
0,1,0,0,30763,41006,597,300,1,"Semiurban",1
1,2,1,0,50556,3661,83,60,0,"Semiurban",0
0,3,0,1,NA,2564,439,120,0,"Rural",0
0,1,0,1,7865,4927,338,180,1,"Rural",0
1,2,1,1,44842,43626,616,300,0,"Semiurban",1
1,1,1,1,42927,17139,584,120,1,"Rural",0
1,2,0,0,52602,48063,605,120,0,"Semiurban",0
1,2,1,0,73734,34220,149,180,1,"Urban",1
0,0,0,0,34076,6179,77,360,1,"Rural",1
1,1,0,0,22734,17288,625,120,0,"Rural",0
1,0,1,0,108290,2454,364,240,0,"Semiurban",0
1,2,0,1,4915,19871,633,120,0,"Semiurban",0
0,1,0,1,NA,36828,604,360,0,"Rural",0
0,1,0,1,12440,22188,289,360,1,"Urban",1
0,3,0,1,7819,47515,553,60,0,"Rural",0
0,3,1,1,35225,44723,468,240,1,"Semiurban",1
0,2,1,0,13334,41738,454,300,1,"Urban",0
1,2,0,1,72656,46994,203,120,1,"Urban",1
0,2,0,1,5961,13119,399,180,0,"Urban",0
0,2,0,0,35545,23872,263,60,1,"Semiurban",1
0,3,0,0,54569,46152,611,180,1,"Rural",1
1,1,0,0,96160,24120,98,240,0,"Rural",1
1,0,1,0,56834,34369,408,360,1,"Urban",1
0,1,1,0,28549,29315,547,300,1,"Rural",1
1,1,1,1,21230,29084,396,120,0,"Semiurban",1
0,3,0,0,53618,3843,391,120,0,"Rural",0
1,1,0,0,11882,48512,472,120,1,"Semiurban",0
1,1,0,1,47808,3675,488,180,1,"Urban",1
0,2,1,1,25500,12049,293,300,0,"Urban",1
1,0,0,0,12333,33773,603,240,1,"Semiurban",1
0,1,1,0,56383,231,574,180,0,"Urban",0
0,1,0,1,69513,11845,343,360,1,"Rural",1
0,0,0,0,29810,22960,249,300,0,"Rural",0
1,2,0,0,28117,49142,367,60,0,"Rural",0
1,3,0,0,16217,16230,249,360,1,"Semiurban",0
0,3,1,0,44770,18517,342,120,0,"Rural",0
0,1,0,0,48272,28412,329,60,0,"Urban",0
1,2,0,1,73461,48157,141,180,1,"Rural",1
0,3,1,1,64724,18074,629,300,1,"Rural",1
1,3,1,0,18218,17607,113,60,0,"Semiurban",0
1,3,1,0,40633,37738,193,180,0,"Urban",1
1,3,0,1,44528,18587,629,300,1,"Rural",1
0,3,0,1,55152,47860,284,120,0,"Urban",0
0,1,0,1,12513,9089,473,300,0,"Semiurban",0
1,3,0,0,43434,47635,363,120,0,"Semiurban",0
0,1,1,1,46704,7882,172,180,0,"Rural",0
0,0,1,0,63922,26445,102,180,0,"Rural",0
1,0,1,0,53293,41111,76,60,0,"Urban",0
1,2,1,0,58272,31820,423,180,1,"Rural",1
0,1,1,0,73368,16555,85,120,1,"Semiurban",1
1,2,0,0,11670,5524,661,360,1,"Semiurban",0
0,0,0,1,30809,34197,190,360,0,"Semiurban",0
1,0,0,1,21069,21241,237,300,1,"Semiurban",0
1,0,1,1,8459,22201,667,180,1,"Semiurban",0
0,0,1,1,31476,19817,662,60,0,"Rural",0
0,3,0,0,65289,35967,672,360,1,"Urban",1
0,0,0,1,30177,10090,503,240,1,"Rural",1
0,3,0,1,6423,32266,228,180,1,"Rural",0
0,3,0,1,64001,17743,63,60,1,"Urban",1
1,2,0,1,23360,40200,308,240,0,"Rural",0
1,3,0,1,69934,30914,83,60,0,"Urban",0
0,2,1,1,33232,NA,281,360,0,"Semiurban",0
1,3,0,0,47940,16483,242,120,1,"Semiurban",1
0,3,1,0,8361,46643,559,240,1,"Semiurban",1
1,0,0,1,4401,19826,237,60,0,"Semiurban",0
1,1,1,0,NA,13196,546,240,1,"Semiurban",1
0,3,1,0,25814,26496,377,180,0,"Urban",0
0,1,1,0,6230,49738,154,300,0,"Rural",0
0,1,0,0,41824,11159,340,120,0,"Urban",1
1,1,0,0,53416,27780,291,180,1,"Urban",0
0,3,0,1,62989,49407,146,60,0,"Urban",0
0,1,0,0,74812,17104,541,180,0,"Urban",0
0,3,1,0,68291,233840,164,360,1,"Urban",1
0,0,0,1,61876,35775,359,300,0,"Semiurban",0
0,3,0,0,58572,13966,600,60,0,"Rural",0
0,2,0,0,65096,27203,159,300,1,"Semiurban",1
1,0,1,1,52818,31797,241,120,0,"Urban",0
1,1,1,0,66623,13696,634,120,0,"Rural",1
1,1,0,1,71348,26865,161,300,0,"Urban",0
1,2,0,0,38243,22574,352,240,0,"Semiurban",0
0,0,0,0,26357,45170,626,60,0,"Semiurban",1
0,2,0,1,71636,37880,405,240,1,"Urban",1
1,1,1,0,40783,18115,151,180,0,"Rural",1
1,3,0,1,54703,1580,616,60,1,"Urban",1
1,1,0,0,67882,35994,364,300,0,"Rural",0
0,2,1,0,68923,26572,243,180,1,"Urban",1
0,3,0,0,25248,4590,123,240,0,"Rural",0
0,3,0,0,NA,18236,456,120,1,"Urban",0
1,1,0,1,34454,16465,341,60,1,"Semiurban",1
1,3,1,0,5380,3012,233,300,0,"Urban",0
1,0,1,0,40103,23576,603,360,1,"Rural",1
1,1,0,1,3743,5301,407,180,0,"Rural",0
1,1,0,1,43124,25773,148,60,1,"Semiurban",1
0,0,1,1,16128,NA,689,300,1,"Rural",0
0,1,1,0,53220,39356,574,360,1,"Rural",1
0,2,1,1,61352,23946,660,180,0,"Rural",0
0,2,0,1,48653,24491,515,240,1,"Semiurban",1
0,1,1,1,49072,5381,253,180,0,"Urban",0
1,0,1,1,44302,46835,454,120,0,"Semiurban",1
